replacement_id,cve_id,event_name,change_id,source_identifier,created,year,detail_type,cvss_version,old_vector,new_vector,old_source,new_source,same_source,changed_components,tier,exclusion_reasons,removed_count,added_count,source_file,removed_detail_index,added_detail_index
CVE-2023-6918|464EBB34-757D-458F-95E7-3B64A5780810|CVSS V3.1,CVE-2023-6918,Modified Analysis,464EBB34-757D-458F-95E7-3B64A5780810,nvd@nist.gov,2024-01-04T20:21:35.327000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,NIST,NIST,True,"A,I",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-45862|8427C52D-216A-4D67-BA8D-19D0D0B2AAAA|CVSS V3.1,CVE-2023-45862,Modified Analysis,8427C52D-216A-4D67-BA8D-19D0D0B2AAAA,nvd@nist.gov,2024-01-08T17:41:12.340000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,NIST,NIST,True,"AV,PR",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-7104|C5AF66C2-7484-417A-B8B0-838CAB752713|CVSS V3.1,CVE-2023-7104,Modified Analysis,C5AF66C2-7484-417A-B8B0-838CAB752713,nvd@nist.gov,2024-01-08T17:46:29.527000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,NIST,NIST,True,"A,C,I",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-39909|59172250-28BE-4A26-95A6-4079756ACAFB|CVSS V3.1,CVE-2023-39909,Reanalysis,59172250-28BE-4A26-95A6-4079756ACAFB,nvd@nist.gov,2024-01-08T18:41:38.167000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,NIST,NIST,True,PR,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2022-29923|2532D958-40FE-470F-A6C8-BB2E1F9B2DF8|CVSS V3.1,CVE-2022-29923,CVE Modified,2532D958-40FE-470F-A6C8-BB2E1F9B2DF8,audit@patchstack.com,2024-01-08T22:15:44.267000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:R/S:C/C:N/I:L/A:N,AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:L,Patchstack,Patchstack,True,"A,C,PR",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,4,5
CVE-2022-48321|18C7F9C4-BDBA-4E6E-8E73-EE5F389B043B|CVSS V3.1,CVE-2022-48321,Modified Analysis,18C7F9C4-BDBA-4E6E-8E73-EE5F389B043B,nvd@nist.gov,2024-01-09T02:10:28.557000+00:00,2024,CVSS V3.1,3.1,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,NIST,NIST,True,"A,C,I",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-46603|12EBA778-F6C0-4B02-853C-D1EA6EB2677C|CVSS V3.1,CVE-2023-46603,Reanalysis,12EBA778-F6C0-4B02-853C-D1EA6EB2677C,nvd@nist.gov,2024-01-09T02:51:06.423000+00:00,2024,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,NIST,NIST,True,AV,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-37307|833F8D64-0F39-44B4-A752-E18F98EDC7C6|CVSS V3.1,CVE-2023-37307,Modified Analysis,833F8D64-0F39-44B4-A752-E18F98EDC7C6,nvd@nist.gov,2024-01-09T03:07:46.347000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,NIST,NIST,True,"C,I,PR,S,UI",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-36719|B77A6C2E-1703-4660-B473-DAFF426EFE7B|CVSS V3.1,CVE-2023-36719,CVE Modified,B77A6C2E-1703-4660-B473-DAFF426EFE7B,secure@microsoft.com,2024-01-09T17:15:10.673000+00:00,2024,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,Microsoft Corporation,Microsoft Corporation,True,PR,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-51449|11A3C44D-77BB-4820-9655-5FED38E35A57|CVSS V3.1,CVE-2023-51449,Reanalysis,11A3C44D-77BB-4820-9655-5FED38E35A57,nvd@nist.gov,2024-01-09T20:18:05.037000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:N,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,NIST,NIST,True,AC,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-41999|D768A617-E3A5-47D9-B27C-668BBD7D69AB|CVSS V3.1,CVE-2023-41999,CVE Modified,D768A617-E3A5-47D9-B27C-668BBD7D69AB,vulnreport@tenable.com,2024-01-10T23:15:08.663000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:L,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"Tenable Network Security, Inc.","Tenable Network Security, Inc.",True,"A,C,I,S",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-42000|773DA1E4-F6F8-4AD1-876A-837C4686B9CB|CVSS V3.1,CVE-2023-42000,CVE Modified,773DA1E4-F6F8-4AD1-876A-837C4686B9CB,vulnreport@tenable.com,2024-01-10T23:15:08.883000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:L,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"Tenable Network Security, Inc.","Tenable Network Security, Inc.",True,"A,C,I",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2022-0834|9EDD09AA-9AAB-4319-85EF-18B729AF0CCB|CVSS V3.1,CVE-2022-0834,CVE Modified,9EDD09AA-9AAB-4319-85EF-18B729AF0CCB,security@wordfence.com,2024-01-11T09:15:42.597000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N,AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,Wordfence,Wordfence,True,PR,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,2,3
CVE-2022-0889|08C66313-B9CC-4978-A17C-F354C1F384CD|CVSS V3.1,CVE-2022-0889,CVE Modified,08C66313-B9CC-4978-A17C-F354C1F384CD,security@wordfence.com,2024-01-11T09:15:43.023000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:L/A:N,Wordfence,Wordfence,True,UI,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,5,6
CVE-2022-1209|DA5C513B-FA96-484F-BF03-849A4F6A8198|CVSS V3.1,CVE-2022-1209,CVE Modified,DA5C513B-FA96-484F-BF03-849A4F6A8198,security@wordfence.com,2024-01-11T09:15:43.603000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,Wordfence,Wordfence,True,PR,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,3,4
CVE-2022-2224|D4EC1567-A1D8-40EA-BD29-C5D6F1ED7734|CVSS V3.1,CVE-2022-2224,CVE Modified,D4EC1567-A1D8-40EA-BD29-C5D6F1ED7734,security@wordfence.com,2024-01-11T09:15:44.707000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,Wordfence,Wordfence,True,"A,C,I",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,2,3
CVE-2022-2633|C95600AB-ADF6-4C88-82E2-0FA54552A176|CVSS V3.1,CVE-2022-2633,CVE Modified,C95600AB-ADF6-4C88-82E2-0FA54552A176,security@wordfence.com,2024-01-11T09:15:45.340000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,Wordfence,Wordfence,True,I,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,3,4
CVE-2022-3026|1F8FBB2D-04A2-4D78-9B17-DD6901F56DAA|CVSS V3.1,CVE-2022-3026,CVE Modified,1F8FBB2D-04A2-4D78-9B17-DD6901F56DAA,security@wordfence.com,2024-01-11T09:15:45.850000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:L,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:L,Wordfence,Wordfence,True,PR,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,2,3
CVE-2023-51074|50A7A4B3-E6F1-4226-9B23-D8F61649394D|CVSS V3.1,CVE-2023-51074,Reanalysis,50A7A4B3-E6F1-4226-9B23-D8F61649394D,nvd@nist.gov,2024-01-11T20:01:29.867000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,NIST,NIST,True,A,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2024-0351|C3F11141-FA50-449F-B686-75A2D24A3F9D|CVSS V3.1,CVE-2024-0351,Reanalysis,C3F11141-FA50-449F-B686-75A2D24A3F9D,nvd@nist.gov,2024-01-12T14:36:26.420000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:H/UI:R/S:U/C:N/I:L/A:N,AV:N/AC:L/PR:H/UI:R/S:U/C:L/I:L/A:N,NIST,NIST,True,C,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-42788|320550F4-A59E-4D8A-B646-E918BA8207BC|CVSS V3.1,CVE-2023-42788,Modified Analysis,320550F4-A59E-4D8A-B646-E918BA8207BC,nvd@nist.gov,2024-01-12T22:15:12.657000+00:00,2024,CVSS V3.1,3.1,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,NIST,NIST,True,PR,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2022-4903|9A98C2A7-1101-4AF1-BA0F-C46D44408AA0|CVSS V3.1,CVE-2022-4903,Modified Analysis,9A98C2A7-1101-4AF1-BA0F-C46D44408AA0,nvd@nist.gov,2024-01-12T22:17:50.863000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,NIST,NIST,True,AC,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-0679|5FD3CC0E-0B7E-481B-8005-56D9FE33DD5C|CVSS V3.1,CVE-2023-0679,Modified Analysis,5FD3CC0E-0B7E-481B-8005-56D9FE33DD5C,nvd@nist.gov,2024-01-12T22:22:40.450000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,NIST,NIST,True,AC,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2024-20674|2A90DF1A-5E16-4728-AB0B-4E28003DC229|CVSS V3.1,CVE-2024-20674,CVE Modified,2A90DF1A-5E16-4728-AB0B-4E28003DC229,secure@microsoft.com,2024-01-12T23:15:09.320000+00:00,2024,CVSS V3.1,3.1,AV:A/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,Microsoft Corporation,Microsoft Corporation,True,"AV,PR,S,UI",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2024-0252|FCD44D46-9964-4AC4-8356-C759D82222AF|CVSS V3.1,CVE-2024-0252,CVE Modified,FCD44D46-9964-4AC4-8356-C759D82222AF,0fc0942c-577d-436f-ae8e-945763c79b02,2024-01-15T15:15:08.750000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,ManageEngine,ManageEngine,True,S,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-5178|3C1D0AAA-DF12-45EA-A17C-54086AD1F51A|CVSS V3.1,CVE-2023-5178,CVE Modified,3C1D0AAA-DF12-45EA-A17C-54086AD1F51A,secalert@redhat.com,2024-01-15T17:15:08.590000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,"Red Hat, Inc.","Red Hat, Inc.",True,PR,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,1,2
CVE-2022-34364|45BE5670-0E58-46F7-AD60-04F6693440E2|CVSS V3.1,CVE-2022-34364,CVE Modified,45BE5670-0E58-46F7-AD60-04F6693440E2,security_alert@emc.com,2024-01-16T04:15:07.733000+00:00,2024,CVSS V3.1,3.1,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,Dell,Dell,True,PR,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,1,2
CVE-2023-5356|E5247A1B-6CF7-4CFB-AAB0-307B8E28F727|CVSS V3.1,CVE-2023-5356,CVE Modified,E5247A1B-6CF7-4CFB-AAB0-307B8E28F727,cve@gitlab.com,2024-01-16T08:15:09.207000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:N,AV:N/AC:H/PR:H/UI:R/S:C/C:H/I:H/A:N,GitLab Inc.,GitLab Inc.,True,"AC,PR,UI",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-6004|0F5ED8E7-8B6C-4920-836C-E8C95B197AC1|CVSS V3.1,CVE-2023-6004,CVE Modified,0F5ED8E7-8B6C-4920-836C-E8C95B197AC1,secalert@redhat.com,2024-01-16T12:15:45.247000+00:00,2024,CVSS V3.1,3.1,AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N,AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:H,"Red Hat, Inc.","Red Hat, Inc.",True,A,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-6004|AB43480B-8D8C-4CE3-994D-65BAC46E40B9|CVSS V3.1,CVE-2023-6004,Modified Analysis,AB43480B-8D8C-4CE3-994D-65BAC46E40B9,nvd@nist.gov,2024-01-16T19:43:11.950000+00:00,2024,CVSS V3.1,3.1,AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:L,NIST,NIST,True,"A,C,I,UI",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2022-28734|0022FDD0-0ECB-4E80-A073-CCA32870E3B9|CVSS V3.1,CVE-2022-28734,Modified Analysis,0022FDD0-0ECB-4E80-A073-CCA32870E3B9,nvd@nist.gov,2024-01-16T19:43:16.407000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:L/A:H,NIST,NIST,True,"AC,C,I",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-5178|97F00CEC-5682-4267-B8CA-ECF4E40790FE|CVSS V3.1,CVE-2023-5178,Modified Analysis,97F00CEC-5682-4267-B8CA-ECF4E40790FE,nvd@nist.gov,2024-01-16T19:43:20.593000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,NIST,NIST,True,PR,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-42865|F0FFC323-C011-4B43-B44B-9E661A5D91D4|CVSS V3.1,CVE-2023-42865,Reanalysis,F0FFC323-C011-4B43-B44B-9E661A5D91D4,nvd@nist.gov,2024-01-17T20:51:12.830000+00:00,2024,CVSS V3.1,3.1,AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,NIST,NIST,True,AV,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2024-0565|7EFC293E-6795-40BC-9D07-ACFAB6A00A32|CVSS V3.1,CVE-2024-0565,CVE Modified,7EFC293E-6795-40BC-9D07-ACFAB6A00A32,secalert@redhat.com,2024-01-18T13:15:09+00:00,2024,CVSS V3.1,3.1,AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,AV:A/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,"Red Hat, Inc.","Red Hat, Inc.",True,AV,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-37644|51503C2E-77FB-4E89-8351-9B46075A1FAB|CVSS V3.1,CVE-2023-37644,Reanalysis,51503C2E-77FB-4E89-8351-9B46075A1FAB,nvd@nist.gov,2024-01-18T19:27:01.383000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,NIST,NIST,True,AV,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0000000.json,0,1
CVE-2023-44760|D4AE4AC8-8D4E-495E-9B1C-1C51B39A1D66|CVSS V3.1,CVE-2023-44760,Modified Analysis,D4AE4AC8-8D4E-495E-9B1C-1C51B39A1D66,nvd@nist.gov,2024-01-21T02:25:40.517000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,NIST,NIST,True,PR,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0005000.json,0,1
CVE-2023-5900|DDA2B208-4779-4551-BCBA-AC6E14B9E0AA|CVSS V3.1,CVE-2023-5900,Modified Analysis,DDA2B208-4779-4551-BCBA-AC6E14B9E0AA,nvd@nist.gov,2024-01-21T03:04:30.350000+00:00,2024,CVSS V3.1,3.1,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L,AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,NIST,NIST,True,A,STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0005000.json,0,1
CVE-2024-0584|76381203-6AB4-41DB-B36A-907C740E352F|CVSS V3.1,CVE-2024-0584,CVE Modified,76381203-6AB4-41DB-B36A-907C740E352F,secalert@redhat.com,2024-01-21T10:15:08.337000+00:00,2024,CVSS V3.1,3.1,AV:L/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:H,AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:N,"Red Hat, Inc.","Red Hat, Inc.",True,"A,C",STRICT,,1,1,data\raw\nvd\history\20240101_20240429_0005000.json,0,1
